name,ing_cal,ing_protein,ing_fat,ing_carbon,ing_vit_b1,ing_vit_b2,ing_vit_c,ing_salt
＜ビスケット類＞　ウエハース　クリーム入り,492,-7.5,-21.8,-65.5,-0.02,-0.06,0,-0.9
＜ビスケット類＞　クラッカー　オイルスプレークラッカー,481,8.5,22.5,63.9,0.08,0.04,0,1.5
＜ビスケット類＞　クラッカー　ソーダクラッカー,421,10.4,9.8,74.4,0.05,0.04,0,1.9
＜ビスケット類＞　サブレ,459,-6.1,-16.6,-73.5,-0.07,-0.07,0,-0.2
＜ビスケット類＞　中華風クッキー,513,-5.1,-29.5,-61.8,-0.06,-0.06,0,-0.2
＜ビスケット類＞　ビスケット　ハードビスケット,422,7.6,10,77.8,0.13,0.22,0,0.8
＜ビスケット類＞　ビスケット　ソフトビスケット,512,5.7,27.6,62.6,0.06,0.05,0,0.6
＜ビスケット類＞　プレッツェル,465,9.9,18.6,68.2,0.13,0.11,-,1.9
＜ビスケット類＞　リーフパイ,558,5.8,35.5,55.8,0.08,0.02,0,0.1
＜ビスケット類＞　ロシアケーキ,486,-5.8,-23.4,-65.8,-0.06,-0.14,0,-0.5
＜スナック類＞　小麦粉あられ,472,-7.6,-19.5,-68.8,-0.1,-0.03,0,-1.8
＜スナック類＞　コーンスナック,516,5.2,27.1,65.3,0.02,0.05,0,1.2
＜スナック類＞　ポテトチップス　ポテトチップス,541,4.7,35.2,54.7,0.26,0.06,15,1
＜スナック類＞　ポテトチップス　成形ポテトチップス,515,5.8,32,57.3,0.25,0.05,9,0.9
＜キャンデー類＞　かわり玉,392,0,0,-99.5,0,0,0,0
＜キャンデー類＞　キャラメル,426,4,11.7,77.9,0.09,0.18,0,0.3
＜キャンデー類＞　ゼリーキャンデー,334,(Tr),0,-83.9,0,0,0,0
＜キャンデー類＞　ゼリービーンズ,358,(Tr),(Tr),-90.4,0,0,0,0
＜キャンデー類＞　ドロップ,389,0,0,-98,0,0,0,0
＜キャンデー類＞　バタースコッチ,414,(Tr),-6.5,-91,0,(Tr),0,-0.4
＜キャンデー類＞　ブリットル,506,-12.6,-26.5,-58.1,-0.12,-0.07,0,-0.2
＜キャンデー類＞　マシュマロ,324,-2.1,0,-79.3,0,0,0,(Tr)
＜キャンデー類＞　ラムネ,373,0,0.5,92.2,0,0,2,0.2
＜チョコレート類＞　アーモンドチョコレート,562,-11.4,-40.4,-43.3,-0.19,-0.64,0,-0.1
＜チョコレート類＞　カバーリングチョコレート,488,-7.1,-24.3,-64.2,-0.15,-0.27,0,-0.3
＜チョコレート類＞　ホワイトチョコレート,588,7.2,39.5,50.9,0.08,0.39,-,0.2
＜チョコレート類＞　ミルクチョコレート,550,6.9,34.1,55.8,0.19,0.41,0,0.2
＜果実菓子類＞　マロングラッセ,303,1.1,0.3,77.4,-,0.03,0,0.1
＜チューインガム類＞　板ガム,388,0,0,-96.9,0,0,0,0
＜チューインガム類＞　糖衣ガム,390,0,0,-97.6,0,0,0,0
＜チューインガム類＞　風船ガム,387,0,0,-96.7,0,0,0,0
＜その他＞　カスタードクリーム,174,-5.1,-7.6,-24.8,-0.07,-0.16,-1,-0.1
＜その他＞　しるこ　こしあん,211,-4.7,-0.3,-48.7,-0.01,-0.02,0,0
＜その他＞　しるこ　つぶしあん,179,-4.2,-0.4,-40.5,-0.01,-0.02,-,-0.1
＜その他＞　チョコレートクリーム,481,-4.6,-32,-47.3,-0.07,-0.23,-1,-0.5
＜アルコール飲料類＞　（醸造酒類）　清酒　普通酒,107,0.4,Tr,4.9,Tr,0,0,0
＜アルコール飲料類＞　（醸造酒類）　清酒　純米酒,102,0.4,Tr,3.6,Tr,0,0,0
＜アルコール飲料類＞　（醸造酒類）　清酒　本醸造酒,106,0.4,0,4.5,Tr,0,0,0
＜アルコール飲料類＞　（醸造酒類）　清酒　吟醸酒,103,0.3,0,3.6,0,0,0,0
＜アルコール飲料類＞　（醸造酒類）　清酒　純米吟醸酒,102,0.4,0,4.1,0,0,0,0
＜アルコール飲料類＞　（醸造酒類）　ビール　淡色,39,0.3,0,3.1,0,0.02,0,0
＜アルコール飲料類＞　（醸造酒類）　ビール　黒,45,0.4,Tr,3.6,0,0.04,0,0
＜アルコール飲料類＞　（醸造酒類）　ビール　スタウト,62,0.5,Tr,4.9,0,0.05,0,0
＜アルコール飲料類＞　（醸造酒類）　発泡酒,44,0.1,0,3.6,0,0.01,0,0
＜アルコール飲料類＞　（醸造酒類）　ぶどう酒　白,75,0.1,Tr,2,0,0,0,0
＜アルコール飲料類＞　（醸造酒類）　ぶどう酒　赤,68,0.2,Tr,1.5,0,0.01,0,0
＜アルコール飲料類＞　（醸造酒類）　ぶどう酒　ロゼ,71,0.1,Tr,4,0,0,0,0
＜アルコール飲料類＞　（醸造酒類）　紹興酒,126,1.7,Tr,5.1,Tr,0.03,0,0
＜アルコール飲料類＞　（蒸留酒類）　しょうちゅう　連続式蒸留しょうちゅう,203,0,0,0,0,0,0,0
＜アルコール飲料類＞　（蒸留酒類）　しょうちゅう　単式蒸留しょうちゅう,144,0,0,0,0,0,0,-
＜アルコール飲料類＞　（蒸留酒類）　しょうちゅう　泡盛,206,Tr,Tr,0,-,-,-,0
＜アルコール飲料類＞　（蒸留酒類）　ウイスキー,234,0,0,0,0,0,0,0
＜アルコール飲料類＞　（蒸留酒類）　ブランデー,234,0,0,0,0,0,0,0
＜アルコール飲料類＞　（蒸留酒類）　ウオッカ,237,0,0,Tr,0,0,0,0
＜アルコール飲料類＞　（蒸留酒類）　ジン,280,0,Tr,0.1,0,0,0,0
＜アルコール飲料類＞　（蒸留酒類）　ラム,237,0,Tr,0.1,0,0,0,0
＜アルコール飲料類＞　（蒸留酒類）　マオタイ酒,317,0,0,0,0,0,0,0
＜アルコール飲料類＞　（混成酒類）　梅酒,155,0.1,Tr,20.7,0,0.01,0,0
＜アルコール飲料類＞　（混成酒類）　合成清酒,108,0.1,0,5.3,0,0,0,0
＜アルコール飲料類＞　（混成酒類）　白酒,236,1.9,Tr,48.1,0.02,0.01,1,0
＜アルコール飲料類＞　（混成酒類）　みりん　本みりん,241,0.3,Tr,43.2,Tr,0,0,0
＜アルコール飲料類＞　（混成酒類）　みりん　本直し,179,0.1,Tr,14.4,0,0,0,0
＜アルコール飲料類＞　（混成酒類）　薬味酒,181,Tr,Tr,26.8,0,0,0,0
＜アルコール飲料類＞　（混成酒類）　キュラソー,319,Tr,Tr,26.4,0,0,0,0
＜アルコール飲料類＞　（混成酒類）　スイートワイン,125,0.1,0,13.4,0,Tr,0,0
＜アルコール飲料類＞　（混成酒類）　ペパーミント,300,0,0,37.6,0,0,0,0
＜アルコール飲料類＞　（混成酒類）　ベルモット　甘口タイプ,151,0.1,0,16.4,0,0,0,0
＜アルコール飲料類＞　（混成酒類）　ベルモット　辛口タイプ,113,0.1,0,3.7,0,0,0,0
＜アルコール飲料類＞　（混成酒類）　缶チューハイ　レモン風味,51,0,Tr,2.9,0,0,0,Tr
＜茶類＞　（緑茶類）　玉露　茶,241,29.1,4.1,43.9,0.3,1.16,110,0
＜茶類＞　（緑茶類）　玉露　浸出液,5,1.3,0,Tr,0.02,0.11,19,0
＜茶類＞　（緑茶類）　抹茶　茶,237,29.6,5.3,39.5,0.6,1.35,60,0
＜茶類＞　（緑茶類）　せん茶　茶,229,24.5,4.7,47.7,0.36,1.43,260,0
＜茶類＞　（緑茶類）　せん茶　浸出液,2,0.2,0,0.2,0,0.05,6,0
＜茶類＞　（緑茶類）　かまいり茶　浸出液,1,0.1,0,Tr,0,0.04,4,0
＜茶類＞　（緑茶類）　番茶　浸出液,0,Tr,0,0.1,0,0.03,3,0
＜茶類＞　（緑茶類）　ほうじ茶　浸出液,0,Tr,0,0.1,0,0.02,Tr,0
＜茶類＞　（緑茶類）　玄米茶　浸出液,0,0,0,0,0,0.01,1,0
＜茶類＞　（発酵茶類）　ウーロン茶　浸出液,0,Tr,0,0.1,0,0.03,0,0
＜茶類＞　（発酵茶類）　紅茶　茶,234,20.3,2.5,51.7,0.1,0.8,0,0
＜茶類＞　（発酵茶類）　紅茶　浸出液,1,0.1,0,0.1,0,0.01,0,0
＜コーヒー・ココア類＞　コーヒー　浸出液,4,0.2,Tr,0.7,0,0.01,0,0
＜コーヒー・ココア類＞　コーヒー　インスタントコーヒー,287,14.7,0.3,56.5,0.02,0.14,0,0.1
＜コーヒー・ココア類＞　コーヒー　コーヒー飲料　乳成分入り　加糖,38,0.7,0.3,8.2,0.01,0.04,0,0.1
＜コーヒー・ココア類＞　ココア　ピュアココア,386,18.5,21.6,42.4,0.16,0.22,0,0
＜コーヒー・ココア類＞　ココア　ミルクココア,400,7.4,6.8,80.4,0.07,0.42,0,0.7
＜その他＞　青汁　ケール,312,13.8,4.4,70.2,0.31,0.8,1100,0.6
＜その他＞　甘酒,76,1.7,0.1,18.3,0.01,0.03,0,0.2
＜その他＞　昆布茶,173,5.2,0.2,42,0.01,0.02,6,51.3
＜その他＞　スポーツドリンク,21,0,Tr,5.1,0,0,Tr,0.1
＜その他＞　（炭酸飲料類）　果実色飲料,51,Tr,Tr,12.8,0,0,0,0
＜その他＞　（炭酸飲料類）　コーラ,46,0.1,Tr,11.4,0,0,0,0
＜その他＞　（炭酸飲料類）　サイダー,41,Tr,Tr,10.2,0,0,0,0
＜その他＞　（炭酸飲料類）　ビール風味炭酸飲料,5,0.1,Tr,1.2,0,0,8,0
＜その他＞　なぎなたこうじゅ　浸出液,0,0,Tr,Tr,0,0,0,0
＜その他＞　麦茶　浸出液,1,Tr,0,0.3,0,0,0,0
＜調味料類＞　（ウスターソース類）　ウスターソース,117,1,0.1,27.1,0.01,0.02,0,8.5
＜調味料類＞　（ウスターソース類）　中濃ソース,129,0.8,0.1,30.9,0.02,0.04,0,5.8
＜調味料類＞　（ウスターソース類）　濃厚ソース,130,0.9,0.1,30.9,0.03,0.04,0,5.6
＜調味料類＞　（ウスターソース類）　お好み焼きソース,144,1.6,0.1,33.7,0.03,0.03,3,4.9
＜調味料類＞　（辛味調味料類）　トウバンジャン,49,2,2.3,7.9,0.04,0.17,3,17.8
＜調味料類＞　（辛味調味料類）　チリペッパーソース,58,0.7,0.5,12.8,0.03,0.08,0,1.6
＜調味料類＞　（辛味調味料類）　ラー油,887,0.1,99.8,Tr,0,0,0,0
＜調味料類＞　（しょうゆ類）　こいくちしょうゆ,76,7.7,0,7.9,0.05,0.17,0,14.5
＜調味料類＞　（しょうゆ類）　こいくちしょうゆ　減塩,68,8.1,Tr,9,0.07,0.17,0,8.3
＜調味料類＞　（しょうゆ類）　うすくちしょうゆ,60,5.7,0,5.8,0.05,0.11,0,16
＜調味料類＞　（しょうゆ類）　うすくちしょうゆ　低塩,77,6.4,Tr,7.6,0.25,0.08,4,12.8
＜調味料類＞　（しょうゆ類）　たまりしょうゆ,111,11.8,0,15.9,0.07,0.17,0,13
＜調味料類＞　（しょうゆ類）　さいしこみしょうゆ,101,9.6,0,15.9,0.17,0.15,0,12.4
＜調味料類＞　（しょうゆ類）　しろしょうゆ,86,2.5,0,19.2,0.14,0.06,0,14.2
＜調味料類＞　（しょうゆ類）　だししょうゆ,39,-4,0,-4.1,-0.03,-0.09,0,-7.3
＜調味料類＞　（しょうゆ類）　照りしょうゆ,172,-2.4,0,-35.7,-0.01,-0.05,0,-4
＜調味料類＞　（食塩類）　食塩,0,0,0,0,0,0,0,99.5
＜調味料類＞　（食塩類）　並塩,0,0,0,0,0,0,0,97.3
＜調味料類＞　（食塩類）　減塩タイプ食塩　調味料含む,50,0,0,-16.7,0,0,0,49.4
＜調味料類＞　（食塩類）　減塩タイプ食塩　調味料不使用,0,0,0,0,0,0,0,45.7
＜調味料類＞　（食塩類）　精製塩　家庭用,0,0,0,0,0,0,0,99.6
＜調味料類＞　（食塩類）　精製塩　業務用,0,0,0,0,0,0,0,99.6
＜調味料類＞　（食酢類）　黒酢,54,1,0,9,0.02,0.01,0,Tr
＜調味料類＞　（食酢類）　穀物酢,25,0.1,0,2.4,0.01,0.01,0,0
＜調味料類＞　（食酢類）　米酢,46,0.2,0,7.4,0.01,0.01,0,0
＜調味料類＞　（食酢類）　果実酢　バルサミコ酢,99,0.5,0,19.4,0.01,0.01,0,0.1
＜調味料類＞　（食酢類）　果実酢　ぶどう酢,22,0.1,Tr,1.2,Tr,Tr,Tr,0
＜調味料類＞　（食酢類）　果実酢　りんご酢,26,0.1,0,2.4,0,0.01,0,0
＜調味料類＞　（だし類）　あごだし,0,0.1,0,0,0,0,0,Tr
＜調味料類＞　（だし類）　かつおだし　荒節,2,0.4,Tr,0,Tr,0.01,0,0.1
＜調味料類＞　（だし類）　かつおだし　本枯れ節,2,0.5,0,Tr,0,0.01,0,0.1
＜調味料類＞　（だし類）　昆布だし　水出し,4,0.1,Tr,0.9,Tr,Tr,Tr,0.2
＜調味料類＞　（だし類）　昆布だし　煮出し,5,0.1,0,1.3,Tr,0.01,0,0.2
＜調味料類＞　（だし類）　かつお・昆布だし　荒節・昆布だし,2,0.3,Tr,0.3,0.01,0.01,Tr,0.1
＜調味料類＞　（だし類）　かつお・昆布だし　本枯れ節・昆布だし,2,0.3,0,0.4,0,Tr,0,0.1
＜調味料類＞　（だし類）　しいたけだし,4,0.1,0,0.9,Tr,0.02,0,0
＜調味料類＞　（だし類）　煮干しだし,1,0.1,0.1,Tr,0.01,Tr,0,0.1
＜調味料類＞　（だし類）　鶏がらだし,7,0.9,0.4,Tr,0.01,0.04,0,0.1
＜調味料類＞　（だし類）　中華だし,3,0.8,0,Tr,0.15,0.03,0,0.1
＜調味料類＞　（だし類）　洋風だし,6,1.3,0,0.3,0.02,0.05,0,0.5
＜調味料類＞　（だし類）　固形ブイヨン,233,7,4.3,42.1,0.03,0.08,0,43.2
＜調味料類＞　（だし類）　顆粒おでん用,166,-9.6,-0.1,-31.7,-0.02,-0.11,0,-56.4
＜調味料類＞　（だし類）　顆粒中華だし,210,12.6,1.6,36.6,0.06,0.56,0,47.5
＜調味料類＞　（だし類）　顆粒和風だし,223,24.2,0.3,31.1,0.03,0.2,0,40.6
＜調味料類＞　（だし類）　なべつゆ　ストレート　しょうゆ味,20,-1,0,-4.1,-0.01,-0.02,0,-1.8
＜調味料類＞　（だし類）　めんつゆ　ストレート,44,2.2,0,8.7,0.01,0.04,0,3.3
＜調味料類＞　（だし類）　めんつゆ　二倍濃縮,71,3.4,0,14.4,0.03,0.06,0,6.6
＜調味料類＞　（だし類）　めんつゆ　三倍濃縮,98,4.5,0,20,0.04,0.07,0,9.9
＜調味料類＞　（だし類）　ラーメンスープ　濃縮　しょうゆ味,157,-3.3,-11.7,-9.9,-0.03,-0.08,0,-17.1
＜調味料類＞　（だし類）　ラーメンスープ　濃縮　みそ味,187,-6.4,-11,-16.8,-0.02,-0.08,0,-16.5
＜調味料類＞　（調味ソース類）　甘酢,116,-0.1,0,-28.4,-0.01,-0.01,0,-1.2
＜調味料類＞　（調味ソース類）　エビチリの素,54,-1.2,-1.4,-9.5,-0.14,-0.04,-1,-1.8
＜調味料類＞　（調味ソース類）　オイスターソース,105,7.7,0.3,18.3,0.01,0.07,Tr,11.4
＜調味料類＞　（調味ソース類）　黄身酢,219,-6.3,-13.1,-20,-0.08,-0.18,0,-5.7
＜調味料類＞　（調味ソース類）　魚醤油　いかなごしょうゆ,64,13.9,0,2.1,0,0.31,0,21.2
＜調味料類＞　（調味ソース類）　魚醤油　いしる　（いしり）,67,12.8,0,4.2,0,0.25,0,21.9
＜調味料類＞　（調味ソース類）　魚醤油　しょっつる,29,6.1,0,1.1,0.03,0.06,0,24.3
＜調味料類＞　（調味ソース類）　魚醤油　ナンプラー,47,9.1,0.1,2.7,0.01,0.1,0,22.9
＜調味料類＞　（調味ソース類）　ごま酢,212,-4,-8,-29.9,-0.08,-0.06,0,-1.7
＜調味料類＞　（調味ソース類）　ごまだれ,282,-7.2,-15.1,-29.2,-0.11,-0.09,0,-4.3
＜調味料類＞　（調味ソース類）　三杯酢,85,-0.9,0,-17.8,-0.01,-0.02,0,-2
＜調味料類＞　（調味ソース類）　二杯酢,59,-3.5,0,-7.6,-0.03,-0.08,0,-6.4
＜調味料類＞　（調味ソース類）　すし酢　ちらし・稲荷用,150,-0.1,0,-34.9,-0.01,-0.01,0,-6.5
＜調味料類＞　（調味ソース類）　すし酢　にぎり用,70,-0.2,0,-14.3,-0.01,-0.01,0,-9.8
＜調味料類＞　（調味ソース類）　すし酢　巻き寿司・箱寿司用,107,-0.1,0,-23.8,-0.01,-0.01,0,-8.6
＜調味料類＞　（調味ソース類）　中華風合わせ酢,153,-3,-3.4,-24.8,-0.02,-0.07,0,-5.5
＜調味料類＞　（調味ソース類）　デミグラスソース,82,2.9,3,11,0.04,0.07,-,1.3
＜調味料類＞　（調味ソース類）　テンメンジャン,249,8.5,7.7,38.1,0.04,0.11,0,7.3
＜調味料類＞　（調味ソース類）　冷やし中華のたれ,114,2.1,1.2,23.1,0.22,0.03,0,5.8
＜調味料類＞　（調味ソース類）　ホワイトソース,99,1.8,6.2,9.2,0.01,0.05,0,1
＜調味料類＞　（調味ソース類）　ぽん酢しょうゆ,49,-3.4,-0.1,-7.4,-0.05,-0.08,-24,-5.8
＜調味料類＞　（調味ソース類）　ぽん酢しょうゆ　市販品,59,3.7,0,10.8,0.02,0.05,Tr,7.8
＜調味料類＞　（調味ソース類）　マーボー豆腐の素,115,4.2,6.3,10.4,0.05,0.03,2,3.6
＜調味料類＞　（調味ソース類）　マリネ液,66,-0.1,0,-10.9,0,0,0,-0.9
＜調味料類＞　（調味ソース類）　ミートソース,96,3.8,5,10.1,0.14,0.05,6,1.5
＜調味料類＞　（調味ソース類）　焼きそば粉末ソース,248,5.6,0.7,62.4,0.01,0.01,0,30.6
＜調味料類＞　（調味ソース類）　焼き鳥のたれ,131,-3.3,0,-28.5,-0.02,-0.07,0,-5.8
＜調味料類＞　（調味ソース類）　焼き肉のたれ,164,-4.3,-2.2,-32.3,-0.03,-0.09,-1,-8.3
＜調味料類＞　（調味ソース類）　みたらしのたれ,127,-0.9,0,-30.8,-0.01,-0.02,0,-1.7
＜調味料類＞　（調味ソース類）　ゆずこしょう,37,1.3,0.8,9.3,0.04,0.05,2,25.2
＜調味料類＞　（トマト加工品類）　トマトピューレー,44,1.9,0.1,9.9,0.09,0.07,10,Tr
＜調味料類＞　（トマト加工品類）　トマトペースト,94,3.8,0.1,22,0.21,0.14,15,0.1
＜調味料類＞　（トマト加工品類）　トマトケチャップ,104,1.6,0.2,27.6,0.06,0.04,8,3.1
＜調味料類＞　（トマト加工品類）　トマトソース,41,2,0.2,8.5,0.09,0.08,(Tr),0.6
＜調味料類＞　（トマト加工品類）　チリソース,112,1.8,0.1,26.3,0.07,0.07,(Tr),3
＜調味料類＞　（ドレッシング類）　半固形状ドレッシング　マヨネーズ　全卵型,668,1.4,76,3.6,0.01,0.03,0,1.9
＜調味料類＞　（ドレッシング類）　半固形状ドレッシング　マヨネーズ　卵黄型,668,2.5,74.7,0.6,0.03,0.07,0,2
＜調味料類＞　（ドレッシング類）　半固形状ドレッシング　マヨネーズタイプ調味料　低カロリータイプ,262,2.9,28.3,3.3,0.02,0.05,0,3.9
＜調味料類＞　（ドレッシング類）　分離液状ドレッシング　フレンチドレッシング　分離液状,325,(Tr),-31.5,-12.4,(Tr),(Tr),0,-6.3
＜調味料類＞　（ドレッシング類）　分離液状ドレッシング　和風ドレッシング　分離液状,179,-1.9,-14.5,-9.3,-0.03,-0.03,0,-3.5
＜調味料類＞　（ドレッシング類）　分離液状ドレッシング　和風ドレッシングタイプ調味料　ノンオイルタイプ,83,3.1,0.1,16.1,0.02,0.03,(Tr),7.4
＜調味料類＞　（ドレッシング類）　乳化液状ドレッシング　ごまドレッシング,399,-2.7,-38.3,-15,-0.04,-0.05,0,-4.4
＜調味料類＞　（ドレッシング類）　乳化液状ドレッシング　サウザンアイランドドレッシング,392,-0.3,-39.2,-12.8,(Tr),-0.01,-2,-3
＜調味料類＞　（ドレッシング類）　乳化液状ドレッシング　フレンチドレッシング　乳化液状,376,-0.1,-38.8,-9.3,(Tr),-0.01,-1,-6.4
＜調味料類＞　（みそ類）　米みそ　甘みそ,206,9.7,3,37.9,0.05,0.1,0,6.1
＜調味料類＞　（みそ類）　米みそ　淡色辛みそ,182,12.5,6,21.9,0.03,0.1,0,12.4
＜調味料類＞　（みそ類）　米みそ　赤色辛みそ,178,13.1,5.5,21.1,0.03,0.1,0,13
＜調味料類＞　（みそ類）　米みそ　だし入りみそ,167,11,5.6,20.6,0.1,0.35,0,11.9
＜調味料類＞　（みそ類）　米みそ　だし入りみそ　減塩,164,10.3,5.1,22.2,0.1,0.09,0,9.7
＜調味料類＞　（みそ類）　麦みそ,184,9.7,4.3,30,0.04,0.1,0,10.7
＜調味料類＞　（みそ類）　豆みそ,207,17.2,10.5,14.5,0.04,0.12,0,10.9
＜調味料類＞　（みそ類）　減塩みそ,190,11,5.9,25.7,0.1,0.11,0,10.7
＜調味料類＞　（みそ類）　即席みそ　粉末タイプ,321,21.9,9.3,43,0.11,2.58,0,20.6
＜調味料類＞　（みそ類）　即席みそ　ペーストタイプ,122,8.9,3.7,15.4,0.04,0.27,0,9.6
＜調味料類＞　（みそ類）　辛子酢みそ,216,-5,-2.1,-44.6,-0.04,-0.05,0,-3.3
＜調味料類＞　（みそ類）　ごまみそ,245,-9.4,-9.9,-32.9,-0.1,-0.1,0,-4
＜調味料類＞　（みそ類）　酢みそ,211,-4.9,-1.5,-44.8,-0.03,-0.05,0,-3.1
＜調味料類＞　（みそ類）　練りみそ,267,-5.5,-1.7,-59.1,-0.03,-0.06,0,-3.4
